2023-08-07 16:05:28,905 INFO    StreamThr :2182 [internal.py:wandb_internal():86] W&B internal server running at pid: 2182, started at: 2023-08-07 16:05:28.905256
2023-08-07 16:05:28,906 DEBUG   HandlerThread:2182 [handler.py:handle_request():144] handle_request: status
2023-08-07 16:05:28,909 INFO    WriterThread:2182 [datastore.py:open_for_write():85] open: /home/me/Uni/ViT/wandb/run-20230807_160528-10jfmlsw/run-10jfmlsw.wandb
2023-08-07 16:05:28,909 DEBUG   SenderThread:2182 [sender.py:send():379] send: header
2023-08-07 16:05:28,912 DEBUG   SenderThread:2182 [sender.py:send():379] send: run
2023-08-07 16:05:29,333 INFO    SenderThread:2182 [dir_watcher.py:__init__():211] watching files in: /home/me/Uni/ViT/wandb/run-20230807_160528-10jfmlsw/files
2023-08-07 16:05:29,333 INFO    SenderThread:2182 [sender.py:_start_run_threads():1122] run started: 10jfmlsw with start time 1691417128.905684
2023-08-07 16:05:29,335 DEBUG   SenderThread:2182 [sender.py:send_request():406] send_request: summary_record
2023-08-07 16:05:29,335 INFO    SenderThread:2182 [sender.py:_save_file():1376] saving file wandb-summary.json with policy end
2023-08-07 16:05:29,342 DEBUG   HandlerThread:2182 [handler.py:handle_request():144] handle_request: check_version
2023-08-07 16:05:29,342 DEBUG   SenderThread:2182 [sender.py:send_request():406] send_request: check_version
2023-08-07 16:05:29,420 DEBUG   HandlerThread:2182 [handler.py:handle_request():144] handle_request: run_start
2023-08-07 16:05:29,420 DEBUG   HandlerThread:2182 [system_info.py:__init__():31] System info init
2023-08-07 16:05:29,420 DEBUG   HandlerThread:2182 [system_info.py:__init__():46] System info init done
2023-08-07 16:05:29,420 INFO    HandlerThread:2182 [system_monitor.py:start():181] Starting system monitor
2023-08-07 16:05:29,421 INFO    SystemMonitor:2182 [system_monitor.py:_start():145] Starting system asset monitoring threads
2023-08-07 16:05:29,421 INFO    HandlerThread:2182 [system_monitor.py:probe():201] Collecting system info
2023-08-07 16:05:29,421 INFO    SystemMonitor:2182 [interfaces.py:start():190] Started cpu monitoring
2023-08-07 16:05:29,421 INFO    SystemMonitor:2182 [interfaces.py:start():190] Started disk monitoring
2023-08-07 16:05:29,422 INFO    SystemMonitor:2182 [interfaces.py:start():190] Started memory monitoring
2023-08-07 16:05:29,422 INFO    SystemMonitor:2182 [interfaces.py:start():190] Started network monitoring
2023-08-07 16:05:29,429 DEBUG   HandlerThread:2182 [system_info.py:probe():195] Probing system
2023-08-07 16:05:29,430 DEBUG   HandlerThread:2182 [system_info.py:_probe_git():180] Probing git
2023-08-07 16:05:29,435 DEBUG   HandlerThread:2182 [system_info.py:_probe_git():188] Probing git done
2023-08-07 16:05:29,435 DEBUG   HandlerThread:2182 [system_info.py:probe():240] Probing system done
2023-08-07 16:05:29,435 DEBUG   HandlerThread:2182 [system_monitor.py:probe():210] {'os': 'Linux-6.1.27-gentoo-r1-x86_64-x86_64-13th_Gen_Intel-R-_Core-TM-_i7-1365U-with-glibc2.37', 'python': '3.11.4', 'heartbeatAt': '2023-08-07T14:05:29.429278', 'startedAt': '2023-08-07T14:05:28.900359', 'docker': None, 'cuda': None, 'args': ('--shift=1', '--epochs=100', '--data_dir=/home/me/Uni/data_rename', '--optimizer_index=1', '--crop_size=3600', '--models_dir=home/me/models', '--device=cpu', '--batch_size=4', '--oversample=0.5'), 'state': 'running', 'program': '/home/me/Uni/ViT/src/stream_main.py', 'codePath': 'src/stream_main.py', 'git': {'remote': 'git@github.com:UsernameN0tAvailable/ViT.git', 'commit': '9292dfff007a4268377577f2c0b3c0f0eaaaeb97'}, 'email': 'mattia.pedrazzi@outlook.com', 'root': '/home/me/Uni/ViT', 'host': 'staff-202-66.eduroam.unibe.ch', 'username': 'me', 'executable': '/home/me/Uni/vit_env/bin/python', 'cpu_count': 10, 'cpu_count_logical': 12, 'cpu_freq': {'current': 2757.566416666667, 'min': 400.0, 'max': 4333.333333333333}, 'cpu_freq_per_core': [{'current': 3755.196, 'min': 400.0, 'max': 5200.0}, {'current': 3769.249, 'min': 400.0, 'max': 5200.0}, {'current': 3800.0, 'min': 400.0, 'max': 5200.0}, {'current': 3800.0, 'min': 400.0, 'max': 5200.0}, {'current': 2274.793, 'min': 400.0, 'max': 3900.0}, {'current': 2097.866, 'min': 400.0, 'max': 3900.0}, {'current': 2556.597, 'min': 400.0, 'max': 3900.0}, {'current': 2700.0, 'min': 400.0, 'max': 3900.0}, {'current': 2700.0, 'min': 400.0, 'max': 3900.0}, {'current': 2700.0, 'min': 400.0, 'max': 3900.0}, {'current': 2700.0, 'min': 400.0, 'max': 3900.0}, {'current': 2700.0, 'min': 400.0, 'max': 3900.0}], 'disk': {'total': 922.2498741149902, 'used': 228.85540771484375}, 'memory': {'total': 30.950939178466797}}
2023-08-07 16:05:29,435 INFO    HandlerThread:2182 [system_monitor.py:probe():211] Finished collecting system info
2023-08-07 16:05:29,435 INFO    HandlerThread:2182 [system_monitor.py:probe():214] Publishing system info
2023-08-07 16:05:29,435 DEBUG   HandlerThread:2182 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2023-08-07 16:05:29,435 DEBUG   HandlerThread:2182 [system_info.py:_save_pip():67] Saving pip packages done
2023-08-07 16:05:29,436 INFO    HandlerThread:2182 [system_monitor.py:probe():216] Finished publishing system info
2023-08-07 16:05:29,437 DEBUG   SenderThread:2182 [sender.py:send():379] send: files
2023-08-07 16:05:29,438 INFO    SenderThread:2182 [sender.py:_save_file():1376] saving file wandb-metadata.json with policy now
