2023-08-07 16:06:23,255 INFO    StreamThr :2462 [internal.py:wandb_internal():86] W&B internal server running at pid: 2462, started at: 2023-08-07 16:06:23.255474
2023-08-07 16:06:23,260 DEBUG   HandlerThread:2462 [handler.py:handle_request():144] handle_request: status
2023-08-07 16:06:23,260 INFO    WriterThread:2462 [datastore.py:open_for_write():85] open: /home/me/Uni/ViT/wandb/run-20230807_160623-ndo0klxc/run-ndo0klxc.wandb
2023-08-07 16:06:23,261 DEBUG   SenderThread:2462 [sender.py:send():379] send: header
2023-08-07 16:06:23,261 DEBUG   SenderThread:2462 [sender.py:send():379] send: run
2023-08-07 16:06:23,667 INFO    SenderThread:2462 [dir_watcher.py:__init__():211] watching files in: /home/me/Uni/ViT/wandb/run-20230807_160623-ndo0klxc/files
2023-08-07 16:06:23,667 INFO    SenderThread:2462 [sender.py:_start_run_threads():1122] run started: ndo0klxc with start time 1691417183.255173
2023-08-07 16:06:23,667 DEBUG   SenderThread:2462 [sender.py:send_request():406] send_request: summary_record
2023-08-07 16:06:23,667 INFO    SenderThread:2462 [sender.py:_save_file():1376] saving file wandb-summary.json with policy end
2023-08-07 16:06:23,668 DEBUG   HandlerThread:2462 [handler.py:handle_request():144] handle_request: check_version
2023-08-07 16:06:23,669 DEBUG   SenderThread:2462 [sender.py:send_request():406] send_request: check_version
2023-08-07 16:06:23,789 DEBUG   HandlerThread:2462 [handler.py:handle_request():144] handle_request: run_start
2023-08-07 16:06:23,790 DEBUG   HandlerThread:2462 [system_info.py:__init__():31] System info init
2023-08-07 16:06:23,790 DEBUG   HandlerThread:2462 [system_info.py:__init__():46] System info init done
2023-08-07 16:06:23,790 INFO    HandlerThread:2462 [system_monitor.py:start():181] Starting system monitor
2023-08-07 16:06:23,790 INFO    SystemMonitor:2462 [system_monitor.py:_start():145] Starting system asset monitoring threads
2023-08-07 16:06:23,791 INFO    SystemMonitor:2462 [interfaces.py:start():190] Started cpu monitoring
2023-08-07 16:06:23,791 INFO    SystemMonitor:2462 [interfaces.py:start():190] Started disk monitoring
2023-08-07 16:06:23,791 INFO    SystemMonitor:2462 [interfaces.py:start():190] Started memory monitoring
2023-08-07 16:06:23,791 INFO    HandlerThread:2462 [system_monitor.py:probe():201] Collecting system info
2023-08-07 16:06:23,792 INFO    SystemMonitor:2462 [interfaces.py:start():190] Started network monitoring
2023-08-07 16:06:23,797 DEBUG   HandlerThread:2462 [system_info.py:probe():195] Probing system
2023-08-07 16:06:23,798 DEBUG   HandlerThread:2462 [system_info.py:_probe_git():180] Probing git
2023-08-07 16:06:23,801 DEBUG   HandlerThread:2462 [system_info.py:_probe_git():188] Probing git done
2023-08-07 16:06:23,801 DEBUG   HandlerThread:2462 [system_info.py:probe():240] Probing system done
2023-08-07 16:06:23,801 DEBUG   HandlerThread:2462 [system_monitor.py:probe():210] {'os': 'Linux-6.1.27-gentoo-r1-x86_64-x86_64-13th_Gen_Intel-R-_Core-TM-_i7-1365U-with-glibc2.37', 'python': '3.11.4', 'heartbeatAt': '2023-08-07T14:06:23.797450', 'startedAt': '2023-08-07T14:06:23.251836', 'docker': None, 'cuda': None, 'args': ('--shift=1', '--epochs=100', '--data_dir=/home/me/Uni/data_rename', '--optimizer_index=1', '--crop_size=3600', '--models_dir=home/me/models', '--device=cpu', '--batch_size=4', '--oversample=0.5'), 'state': 'running', 'program': '/home/me/Uni/ViT/src/stream_main.py', 'codePath': 'src/stream_main.py', 'git': {'remote': 'git@github.com:UsernameN0tAvailable/ViT.git', 'commit': '9292dfff007a4268377577f2c0b3c0f0eaaaeb97'}, 'email': 'mattia.pedrazzi@outlook.com', 'root': '/home/me/Uni/ViT', 'host': 'staff-202-66.eduroam.unibe.ch', 'username': 'me', 'executable': '/home/me/Uni/vit_env/bin/python', 'cpu_count': 10, 'cpu_count_logical': 12, 'cpu_freq': {'current': 2512.83225, 'min': 400.0, 'max': 4333.333333333333}, 'cpu_freq_per_core': [{'current': 2223.287, 'min': 400.0, 'max': 5200.0}, {'current': 3372.461, 'min': 400.0, 'max': 5200.0}, {'current': 3800.009, 'min': 400.0, 'max': 5200.0}, {'current': 2700.0, 'min': 400.0, 'max': 5200.0}, {'current': 1496.036, 'min': 400.0, 'max': 3900.0}, {'current': 2700.0, 'min': 400.0, 'max': 3900.0}, {'current': 871.881, 'min': 400.0, 'max': 3900.0}, {'current': 2000.311, 'min': 400.0, 'max': 3900.0}, {'current': 2700.0, 'min': 400.0, 'max': 3900.0}, {'current': 2700.0, 'min': 400.0, 'max': 3900.0}, {'current': 2332.894, 'min': 400.0, 'max': 3900.0}, {'current': 983.792, 'min': 400.0, 'max': 3900.0}], 'disk': {'total': 922.2498741149902, 'used': 228.85580825805664}, 'memory': {'total': 30.950939178466797}}
2023-08-07 16:06:23,801 INFO    HandlerThread:2462 [system_monitor.py:probe():211] Finished collecting system info
2023-08-07 16:06:23,801 INFO    HandlerThread:2462 [system_monitor.py:probe():214] Publishing system info
2023-08-07 16:06:23,801 DEBUG   HandlerThread:2462 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2023-08-07 16:06:23,801 DEBUG   HandlerThread:2462 [system_info.py:_save_pip():67] Saving pip packages done
2023-08-07 16:06:23,802 INFO    HandlerThread:2462 [system_monitor.py:probe():216] Finished publishing system info
2023-08-07 16:06:23,804 DEBUG   SenderThread:2462 [sender.py:send():379] send: files
2023-08-07 16:06:23,804 INFO    SenderThread:2462 [sender.py:_save_file():1376] saving file wandb-metadata.json with policy now
2023-08-07 16:06:23,807 DEBUG   HandlerThread:2462 [handler.py:handle_request():144] handle_request: stop_status
2023-08-07 16:06:23,808 DEBUG   SenderThread:2462 [sender.py:send_request():406] send_request: stop_status
2023-08-07 16:06:24,071 DEBUG   SenderThread:2462 [sender.py:send():379] send: telemetry
2023-08-07 16:06:24,073 DEBUG   SenderThread:2462 [sender.py:send():379] send: exit
2023-08-07 16:06:24,073 INFO    SenderThread:2462 [sender.py:send_exit():584] handling exit code: 1
2023-08-07 16:06:24,073 INFO    SenderThread:2462 [sender.py:send_exit():586] handling runtime: 0
2023-08-07 16:06:24,073 INFO    SenderThread:2462 [sender.py:_save_file():1376] saving file wandb-summary.json with policy end
2023-08-07 16:06:24,073 INFO    SenderThread:2462 [sender.py:send_exit():592] send defer
2023-08-07 16:06:24,074 DEBUG   HandlerThread:2462 [handler.py:handle_request():144] handle_request: defer
2023-08-07 16:06:24,074 INFO    HandlerThread:2462 [handler.py:handle_request_defer():170] handle defer: 0
2023-08-07 16:06:24,074 DEBUG   SenderThread:2462 [sender.py:send_request():406] send_request: defer
2023-08-07 16:06:24,074 INFO    SenderThread:2462 [sender.py:send_request_defer():608] handle sender defer: 0
2023-08-07 16:06:24,074 INFO    SenderThread:2462 [sender.py:transition_state():612] send defer: 1
2023-08-07 16:06:24,074 DEBUG   HandlerThread:2462 [handler.py:handle_request():144] handle_request: defer
2023-08-07 16:06:24,074 INFO    HandlerThread:2462 [handler.py:handle_request_defer():170] handle defer: 1
